Company,Ticker,Country,Rating 1-5 (1=Best),Market Cap,Industry
"Radius Global Infrastructure Inc.","RADI","United States","3","Mid","Property, Real Estate & Development"
"FreightCar America Inc.","RAIL","United States","3","Small","Rail"
"Rain Oncology Inc.","RAIN","United States","3","Small","Pharmaceuticals"
"LiveRamp Holdings Inc.","RAMP","United States","2","Mid","Internet & Software"
"Rani Therapeutics Holdings, Inc.","RANI","United States","3","Small","Pharmaceuticals"
"RAPT Therapeutics Inc.","RAPT","United States","4","Small","Pharmaceuticals"
"Ultragenyx Pharmaceutical Inc","RARE","United States","3","Mid","Pharmaceuticals"
"RB Global Inc","RBA","Canada","3","Large","Business Services"
"RBB Bancorp","RBB","United States","3","Small","Banking"
"Ribbon Communications Inc.","RBBN","United States","3","Small","Internet & Software"
"RBC Bearings Inc.","RBC","United States","3","Large","Industrial Machinery & Equipment"
"Republic Bancorp Inc. (KY)","RBCAA","United States","3","Small","Banking"
"Reckitt Benckiser Group Plc","RBGLY","United Kingdom","3","Large","Household & Personal Products"
"Rhinebeck Bancorp Inc","RBKB","United States","3","Small","Banking"
"Roblox Corp","RBLX","United States","3","Large","Entertainment"
"Vicarious Surgical Inc","RBOT","United States","3","Small","Medical Instruments & Equipment"
"Ready Capital Corp.","RC","United States","3","Mid","REITs"
"Red Cat Holdings Inc.","RCAT","United States","4","Small","Electronic Instruments & Related Products"
"AVITA Medical Inc.","RCEL","United States","3","Small","Medical Instruments & Equipment"
"Rogers Communications Inc.","RCI","Canada","3","Large","Services"
"Rocky Brands Inc.","RCKY","United States","3","Small","Apparel, Footwear & Accessories"
"Royal Caribbean Group","RCL","","2","Large","Hotels, Restaurants & Travel"
"R1 RCM Inc.","RCM","United States","3","Large","Business Services"
"RCM Technologies Inc.","RCMT","United States","3","Small","Business Services"
"Arcus Biosciences Inc","RCUS","United States","3","Mid","Biotechnology"
"RADCOM Ltd.","RDCM","Israel","2","Small","Internet & Software"
"Redfin Corp","RDFN","United States","3","Mid","Property, Real Estate & Development"
"Reading International Inc.","RDI","United States","4","Small","Entertainment"
"Radian Group Inc.","RDN","United States","1","Mid","General Insurance"
"Radnet Inc.","RDNT","United States","1","Mid","Diagnostic & Health Related Services"
"Redwire Corporation","RDW","","4","Small","Miscellaneous"
"Radware Ltd.","RDWR","Israel","4","Small","Computer Hardware & Equipment"
"Dr. Reddy's Laboratories Ltd.","RDY","India","2","Large","Pharmaceuticals"
"The RealReal Inc.","REAL","United States","4","Small","Retail - General Merchandise/Department Stores"
"Chicago Atlantic Real Estate Finance Inc.","REFI","United States","3","Small","REITs"
"Regency Centers Corp.","REG","United States","3","Large","REITs"
"Regeneron Pharmaceuticals Inc.","REGN","United States","2","Large","Biotechnology"
"Ring Energy Inc","REI","United States","2","Small","Production & Extraction"
"Rekor Systems Inc.","REKR","United States","3","Small","Internet & Software"
"Richardson Electronics Ltd.","RELL","United States","2","Small","Electrical Equipment"
"Remitly Global Inc.","RELY","United States","3","Mid","Miscellaneous Consumer Services"
"Rent The Runway Inc.","RENT","United States","4","Small","Apparel, Footwear & Accessories"
"Replimune Group Inc","REPL","United States","3","Mid","Biotechnology"
"Repsol S.A.","REPYY","Spain","2","Large","Refining & Marketing"
"RPC Inc.","RES","United States","3","Mid","Equipment & Services"
"Reata Pharmaceuticals Inc.","RETA","United States","3","Large","Pharmaceuticals"
"REV Group Inc.","REVG","United States","3","Small","Autos- Manufacturing"
"REX American Resources Corp.","REX","United States","2","Small","Refining & Marketing"
"Rexford Industrial Realty Inc.","REXR","United States","3","Large","REITs"
"Reynolds Consumer Products Inc.","REYN","United States","2","Large","Plastics"
"Resideo Technologies Inc.","REZI","United States","3","Mid","Retail - Hardware & Home Improvement"
"Regions Financial Corp.","RF","United States","3","Large","Banking"
"Reinsurance Group of America Inc.","RGA","United States","2","Large","Life & Health"
"RGC Resources Inc.","RGCO","United States","3","Small","Gas Utilities"
"Repligen Corp.","RGEN","United States","3","Large","Biotechnology"
"The Real Good Food Company, Inc.","RGF","United States","5","Small","Food"
"Royal Gold Inc.","RGLD","United States","3","Large","Precious Metals"
"REGENXBIO Inc","RGNX","United States","3","Small","Biotechnology"
"Resources Connection Inc.","RGP","United States","3","Small","Business Services"
"Sturm, Ruger & Co. Inc.","RGR","United States","1","Small","Leisure Equipment"
"Regis Corp.","RGS","United States","4","Small","Miscellaneous Consumer Services"
"RH","RH","United States","3","Large","Retail - Furniture & Home Furnishings"
"Roche Holding Ltd.","RHHBY","Switzerland","3","Large","Pharmaceuticals"
"Robert Half International Inc.","RHI","United States","3","Large","Business Services"
"Ryman Hospitality Properties Inc.","RHP","United States","3","Mid","REITs"
"RCI Hospitality Holdings Inc.","RICK","United States","3","Small","Hotels, Restaurants & Travel"
"Ricoh Co., Ltd.","RICOY","Japan","3","Mid","Industrial Machinery & Equipment"
"Transocean Ltd.","RIG","Switzerland","3","Large","Equipment & Services"
"B Riley Financial Inc","RILY","United States","1","Mid","Finance Intermediaries & Services"
"Rio Tinto PLC","RIO","United Kingdom","3","Large","Mining"
"Riot Blockchain Inc.","RIOT","United States","3","Mid","Miscellaneous"
"Rithm Capital Corp.","RITM","United States","1","Mid","REITs"
"Rivian Automotive Inc.","RIVN","United States","5","Large","Retail - Automotive"
"Raymond James Financial Inc.","RJF","United States","3","Large","Finance Intermediaries & Services"
"Rocket Lab USA Inc.","RKLB","","3","Mid","Aerospace"
"Rocket Companies Inc.","RKT","United States","3","Large","Finance Intermediaries & Services"
"Ralph Lauren Corp.","RL","United States","2","Large","Apparel, Footwear & Accessories"
"Relay Therapeutics Inc.","RLAY","United States","5","Mid","Biotechnology"
"Radiant Logistics, Inc.","RLGT","United States","3","Small","Shipping"
"RLI Corp.","RLI","United States","3","Large","General Insurance"
"RLJ Lodging Trust","RLJ","United States","3","Mid","REITs"
"Relmada Therapeutics Inc.","RLMD","United States","5","Small","Pharmaceuticals"
"Rallybio Corp.","RLYB","United States","3","Small","Pharmaceuticals"
"Regional Management Corp","RM","United States","3","Small","Credit & Lending"
"Re/Max Holdings Inc","RMAX","United States","3","Small","Property, Real Estate & Development"
"Richmond Mutual Bancorporation Inc.","RMBI","United States","3","Small","Banking"
"RumbleON Inc","RMBL","United States","3","Small","Internet & Software"
"Rambus Inc.","RMBS","United States","3","Large","Semiconductors"
"ResMed Inc.","RMD","United States","3","Large","Medical Instruments & Equipment"
"Rimini Street Inc","RMNI","United States","3","Small","Internet & Software"
"The RMR Group Inc","RMR","United States","3","Small","Business Services"
"Avidity Biosciences Inc.","RNA","United States","3","Small","Pharmaceuticals"
"RingCentral Inc","RNG","United States","3","Mid","Internet & Software"
"Ranger Energy Services Inc","RNGR","United States","4","Small","Equipment & Services"
"RenaissanceRe Holdings Ltd.","RNR","","1","Large","General Insurance"
"Renasant Corp.","RNST","United States","3","Mid","Banking"
"Construction Partners Inc","ROAD","United States","2","Mid","Construction Services"
"Gibraltar Industries Inc.","ROCK","United States","2","Mid","Construction Materials"
"Rogers Corp.","ROG","United States","3","Mid","Plastics"
"Retail Opportunity Investments Corp.","ROIC","United States","3","Mid","REITs"
"Roivant Sciences Ltd.","ROIV","","3","Large","Pharmaceuticals"
"Rockwell Automation Inc.","ROK","United States","3","Large","Electronic Instruments & Related Products"
"Roku Inc","ROKU","United States","3","Large","Entertainment"
"Rollins Inc.","ROL","United States","3","Large","Miscellaneous Consumer Services"
"Root, Inc.","ROOT","United States","5","Small","General Insurance"
"Roper Technologies Inc.","ROP","United States","2","Large","Internet & Software"
"Ross Stores Inc.","ROST","United States","2","Large","Retail - Apparel and Accessories"
"Rover Group Inc","ROVR","United States","3","Mid","Internet & Software"
"Repay Holdings Corp.","RPAY","","3","Small","Internet & Software"
"Rapid7 Inc","RPD","United States","3","Mid","Internet & Software"
"Reneo Pharmaceuticals Inc.","RPHM","United States","3","Small","Biotechnology"
"Rapid Micro Biosystems Inc.","RPID","United States","4","Small","Medical Instruments & Equipment"
"RPM Inc.","RPM","United States","3","Large","Specialty Chemicals"
"Royalty Pharma plc","RPRX","United Kingdom","3","Large","Pharmaceuticals"
"RPT Realty","RPT","United States","3","Small","REITs"
"Red River Bancshares Inc","RRBI","United States","3","Small","Banking"
"Range Resources Corp.","RRC","United States","3","Large","Production & Extraction"
"Red Robin Gourmet Burgers Inc.","RRGB","United States","3","Small","Hotels, Restaurants & Travel"
"Red Rock Resorts Inc","RRR","United States","3","Mid","Hotels, Restaurants & Travel"
"Regal Rexnord Corp.","RRX","United States","3","Large","Electrical Equipment"
"Reliance Steel & Aluminum Co.","RS","United States","3","Large","Non-Precious Metals"
"Republic Services Inc.","RSG","United States","2","Large","Sanitation Services"
"Rush Street Interactive Inc.","RSI","United States","5","Small","Hotels, Restaurants & Travel"
"Riskified Ltd.","RSKD","Israel","3","Small","Miscellaneous Consumer Services"
"Research Solutions Inc.","RSSS","United States","3","Small","IT Services"
"Reservoir Media Inc","RSVR","United States","3","Small","Miscellaneous"
"Rentokil Initial PLC","RTO","United Kingdom","3","Large","Business Services"
"RTX Corp.","RTX","United States","3","Large","Aerospace"
"Rumble Inc.","RUM","United States","4","Mid","Entertainment"
"Sunrun Inc","RUN","United States","4","Mid","Electrical Equipment"
"Rush Enterprises Inc.","RUSHA","United States","2","Mid","Retail - Automotive"
"Revolve Group Inc.","RVLV","United States","3","Mid","Retail - Specialty"
"Revolution Medicines Inc.","RVMD","United States","5","Mid","Biotechnology"
"Revance Therapeutics Inc","RVNC","United States","3","Mid","Pharmaceuticals"
"Riverview Bancorp Inc.","RVSB","United States","3","Small","Banking"
"Revvity Inc.","RVTY","United States","3","Large","Biotechnology"
"RWE AG","RWEOY","Germany","2","Large","Electric Utilities"
"ReWalk Robotics Ltd.","RWLK","Israel","4","Small","Medical Instruments & Equipment"
"Redwood Trust Inc.","RWT","United States","3","Small","REITs"
"RXO Inc.","RXO","United States","4","Mid","Miscellaneous Transportation Services"
"Recursion Pharmaceuticals Inc.","RXRX","United States","4","Mid","Biotechnology"
"RxSight Inc.","RXST","United States","3","Mid","Medical Instruments & Equipment"
"Rackspace Technology Inc.","RXT","United States","5","Small","IT Services"
"Royal Bank of Canada","RY","Canada","2","Large","Banking"
"Ryanair Holdings PLC","RYAAY","Ireland","1","Large","Airlines/Air Freight"
"Rayonier Advanced Materials Inc.","RYAM","United States","3","Small","Specialty Chemicals"
"Ryan Specialty Holdings Inc.","RYAN","United States","2","Large","General Insurance"
"Rolls-Royce Holdings PLC","RYCEY","United Kingdom","1","Large","Industrial Machinery & Equipment"
"Ryerson Holding Corp","RYI","United States","3","Mid","Non-Precious Metals"
"Rayonier Inc.","RYN","United States","4","Mid","REITs"
"Rhythm Pharmaceuticals Inc","RYTM","United States","5","Mid","Pharmaceuticals"
"SentinelOne, Inc.","S","United States","3","Mid","Internet & Software"
"Sabre Corp","SABR","United States","4","Mid","Internet & Software"
"Sachem Capital Corp","SACH","United States","3","Small","REITs"
"Safehold Inc.","SAFE","United States","3","Mid","REITs"
"Safran SA","SAFRY","France","1","Large","Aerospace"
"Safety Insurance Group Inc.","SAFT","United States","3","Mid","General Insurance"
"Sage Therapeutics Inc","SAGE","United States","3","Mid","Pharmaceuticals"
"Sonic Automotive Inc.","SAH","United States","2","Mid","Retail - Automotive"
"Saia Inc.","SAIA","United States","3","Large","Trucking"
"Science Applications International Corp.","SAIC","United States","2","Large","IT Services"
"Salem Media Group, Inc.","SALM","United States","3","Small","Radio & Television"
"Boston Beer Co. Inc.","SAM","United States","3","Mid","Beverages"
"Silvercrest Asset Management","SAMG","United States","3","Small","Wealth Management"
"Banco Santander S.A.","SAN","Spain","1","Large","Banking"
"Sana Biotechnology Inc.","SANA","United States","4","Mid","Biotechnology"
"Sandstorm Gold Ltd.","SAND","Canada","3","Mid","Precious Metals"
"Sanmina Corp.","SANM","United States","3","Mid","Electrical Equipment"
"S&W Seed Co.","SANW","United States","3","Small","Agricultural Crop Production"
"Sap SE","SAP","Germany","2","Large","Internet & Software"
"Saratoga Investment Corp.","SAR","United States","3","Small","Holding and other Investment Offices"
"Sandy Spring Bancorp","SASR","United States","3","Mid","Banking"
"EchoStar Corp.","SATS","United States","3","Mid","Services"
"Spirit Airlines Inc","SAVE","United States","3","Mid","Airlines/Air Freight"
"Safe Bulkers, Inc.","SB","","3","Small","Shipping"
"SBA Communications Corp.","SBAC","United States","2","Large","Services"
"Seacoast Banking Corp. of Florida","SBCF","United States","3","Mid","Banking"
"SB Financial Group Inc","SBFG","United States","3","Small","Banking"
"Sinclair Inc.","SBGI","United States","4","Small","Radio & Television"
"Schneider Electric S.A.","SBGSY","France","3","Large","Electrical Equipment"
"Sally Beauty Holdings Inc.","SBH","United States","3","Mid","Retail - Specialty"
"Star Bulk Carriers Corp.","SBLK","","3","Mid","Shipping"
"SilverBow Resources Inc","SBOW","United States","3","Small","Production & Extraction"
"Sabine Royalty Trust","SBR","United States","3","Small","Oil Royalty Traders"
"Sabra Healthcare REIT Inc.","SBRA","United States","3","Mid","REITs"
"Companhia de Saneamento Basico do Estado de Sao Paulo","SBS","Brazil","3","Large","Water Utilities"
"Southside Bancshares Inc.","SBSI","United States","2","Small","Banking"
"Sibanye-Stillwater Ltd","SBSW","South Africa","1","Mid","Precious Metals"
"Sterling Bancorp Inc","SBT","United States","3","Small","Banking"
"Starbucks Corp.","SBUX","United States","2","Large","Hotels, Restaurants & Travel"
"Southern Copper Corp.","SCCO","United States","3","Large","Non-Precious Metals"
"Societe Generale","SCGLY","France","3","Large","Banking"
"Scholastic Corp.","SCHL","United States","3","Mid","Publishing"
"Schnitzer Steel Industries Inc.","SCHN","United States","3","Small","Non-Precious Metals"
"Schwab (Charles) Corp.","SCHW","United States","3","Large","Finance Intermediaries & Services"
"Service Corp. International","SCI","United States","3","Large","Miscellaneous Consumer Services"
"Stepan Co.","SCL","United States","4","Mid","Specialty Chemicals"
"Stellus Capital Investment Corp","SCM","United States","1","Small","Holding and other Investment Offices"
"Swisscom AG","SCMWY","Switzerland","3","Large","Services"
"Comscore Inc.","SCOR","United States","4","Small","Internet & Software"
"scPharmaceuticals Inc","SCPH","United States","3","Small","Pharmaceuticals"
"SciPlay Corp.","SCPL","United States","3","Small","Entertainment"
"SCOR S.A.","SCRYY","France","1","Large","Life & Health"
"Steelcase Inc.","SCS","United States","3","Small","Office Equipment & Furniture"
"ScanSource Inc.","SCSC","United States","3","Small","Computer Hardware & Equipment"
"Sculptor Capital Management","SCU","United States","5","Small","Wealth Management"
"Shoe Carnival Inc.","SCVL","United States","3","Small","Retail - Apparel and Accessories"
"SecureWorks Corp.","SCWX","United States","3","Small","Internet & Software"
"Starrett (L.S.) Co.","SCX","United States","1","Small","Industrial Machinery & Equipment"
"SandRidge Energy Inc","SD","United States","3","Small","Production & Extraction"
"Schrodinger Inc.","SDGR","United States","3","Mid","Pharmaceuticals"
"Seadrill Ltd.","SDRL","","2","Mid","Production & Extraction"
"Sandvik AB","SDVKY","Sweden","3","Large","Industrial Machinery & Equipment"
"Sodexo","SDXAY","","3","Large","Hotels, Restaurants & Travel"
"SeaWorld Entertainment Inc.","SEAS","United States","3","Mid","Sporting & Recreational"
"Vivid Seats Inc","SEAT","","2","Small","Internet & Software"
"Seaboard Corp.","SEB","United States","3","Mid","Agricultural Livestock"
"SolarEdge Technologies Inc.","SEDG","United States","3","Large","Semiconductors"
"Sealed Air Corp.","SEE","United States","3","Large","Containers & Packaging"
"Seer Inc.","SEER","United States","3","Small","Pharmaceuticals"
"SEI Investments Co.","SEIC","United States","2","Large","Finance Intermediaries & Services"
"Seiko Epson Corp","SEKEY","Japan","2","Large","Electrical Equipment"
"Select Medical Holdings Corp.","SEM","United States","1","Mid","Hospitals & Health Care Facilities"
"Semrush Holdings, Inc","SEMR","United States","2","Mid","IT Services"
"Seneca Foods Corp.","SENEA","United States","3","Small","Food"
"Stora Enso AB","SEOAY","Finland","4","Large","Paper & Forest Products"
"Sera Prognostics Inc.","SERA","United States","4","Small","Biotechnology"
"SES AI Corp","SES","United States","5","Small","Miscellaneous"
"Seven Hills Realty Trust","SEVN","United States","3","Small","REITs"
"Stifel Financial Corp.","SF","United States","3","Large","Finance Intermediaries & Services"
"Sound Financial Bancorp Inc","SFBC","United States","2","Small","Banking"
"ServisFirst Bancshares, Inc.","SFBS","United States","3","Mid","Banking"
"Stitch Fix Inc","SFIX","United States","3","Small","Retail - Specialty"
"SFL Corporation Ltd.","SFL","","3","Mid","Shipping"
"Sprouts Farmers Market Inc.","SFM","United States","2","Mid","Retail - Food & Beverage, Drug & Tobacco"
"Simmons First National Corp.","SFNC","United States","3","Mid","Banking"
"Southern First Bancshares Inc.","SFST","United States","4","Small","Banking"
"Shift Technologies Inc.","SFT","United States","3","Small","Retail - Automotive"
"SoftBank Group Corp","SFTBY","Japan","4","Large","Services"
"Sweetgreen Inc.","SG","United States","5","Mid","Hotels, Restaurants & Travel"
"Saga Communications Inc.","SGA","United States","3","Small","Radio & Television"
"Singapore Telecommunications Ltd.","SGAPY","Singapore","3","Large","Services"
"Superior Group of Companies Inc.","SGC","United States","3","Small","Apparel, Footwear & Accessories"
"Seagen Inc.","SGEN","United States","3","Large","Biotechnology"
"SMART Global Holdings Inc","SGH","","3","Mid","Semiconductors"
"Super Group (SGHC) Limited","SGHC","","3","Mid","Hotels, Restaurants & Travel"
"Sight Sciences Inc.","SGHT","United States","3","Small","Medical Instruments & Equipment"
"SigmaTron International Inc.","SGMA","United States","2","Small","Electrical Equipment"
"Sangamo Therapeutics Inc.","SGMO","United States","4","Small","Biotechnology"
"Surgery Partners Inc","SGRY","United States","1","Mid","Hospitals & Health Care Facilities"
"SGS SA","SGSOY","Switzerland","3","Large","Business Services"
"Star Group LP","SGU","United States","3","Small","Gas Utilities"
"Shake Shack Inc","SHAK","United States","1","Mid","Hotels, Restaurants & Travel"
"Shore Bancshares Inc.","SHBI","United States","3","Small","Banking"
"Sotera Health Company","SHC","United States","3","Mid","Hospitals & Health Care Facilities"
"Sharp Corp.","SHCAY","Japan","3","Mid","Household Appliances, Electronics & Goods"
"Soho House & Co Inc.","SHCO","United States","4","Mid","Hotels, Restaurants & Travel"
"Sharecare, Inc","SHCR","United States","4","Small","Internet & Software"
"Shin-Etsu Chemical Co., Ltd.","SHECY","Japan","3","Large","Specialty Chemicals"
"Shell plc","SHEL","United Kingdom","3","Large","Production & Extraction"
"Shenandoah Telecommunications Co.","SHEN","United States","3","Mid","Services"
"Shinhan Financial Group Co. Ltd.","SHG","Korea (South)","3","Large","Banking"
"Shoals Technologies Group Inc.","SHLS","United States","3","Mid","Electrical Equipment"
"Sunstone Hotel Investors Inc.","SHO","United States","3","Mid","REITs"
"Madden (Steven) Ltd.","SHOO","United States","3","Mid","Apparel, Footwear & Accessories"
"Shopify Inc","SHOP","Canada","1","Large","IT Services"
"Sherwin-Williams Co.","SHW","United States","3","Large","Specialty Chemicals"
"Shyft Group Inc.","SHYF","United States","3","Small","Autos- Manufacturing"
"Companhia Siderurgica Nacional","SID","Brazil","3","Mid","Non-Precious Metals"
"Siebert Financial Corp.","SIEB","United States","1","Small","Finance Intermediaries & Services"
"Siemens AG","SIEGY","Germany","3","Large","Electrical Equipment"
"SIFCO Industries Inc.","SIF","United States","4","Small","Aerospace"
"Signet Jewelers Limited","SIG","","2","Mid","Retail - Specialty"
"Siga Pharmaceuticals Inc.","SIGA","United States","3","Small","Pharmaceuticals"
"Selective Insurance Group Inc.","SIGI","United States","3","Large","General Insurance"
"Silicom Ltd.","SILC","Israel","3","Small","Peripherals"
"Silk Road Medical Inc","SILK","United States","4","Small","Medical Instruments & Equipment"
"Silicon Motion Technology Corp.","SIMO","","3","Mid","Semiconductors"
"Sirius XM Holdings Inc.","SIRI","United States","2","Large","Radio & Television"
"SITE Centers Corp.","SITC","United States","4","Mid","REITs"
"SiteOne Landscape Supply Inc","SITE","United States","3","Large","Miscellaneous Consumer Services"
"SiTime Corp.","SITM","United States","3","Mid","Semiconductors"
"Six Flags Entertainment Corp.","SIX","United States","3","Mid","Sporting & Recreational"
"Smucker (J.M.) Co.","SJM","United States","2","Large","Food"
"San Juan Basin Royalty Trust","SJT","United States","3","Small","Oil Royalty Traders"
"SJW Group","SJW","United States","3","Mid","Water Utilities"
"Sekisui House Ltd.","SKHSY","Japan","2","Large","Builders"
"Skillsoft Corp.","SKIL","United States","4","Small","Miscellaneous"
"The Beauty Health Company","SKIN","United States","3","Small","Medical Instruments & Equipment"
"SK Telecom Co., Ltd.","SKM","Korea (South)","2","Large","Services"
"Tanger Factory Outlet Centers Inc.","SKT","United States","2","Mid","REITs"
"Skyward Specialty Insurance Group Inc.","SKWD","United States","3","Small","General Insurance"
"Skechers U.S.A Inc.","SKX","United States","1","Large","Apparel, Footwear & Accessories"
"Skyline Champion Corp.","SKY","United States","3","Mid","Builders"
"SkyWater Technology Inc.","SKYT","United States","4","Small","Semiconductors"
"SkyWest Inc.","SKYW","United States","3","Mid","Airlines/Air Freight"
"Silicon Laboratories Inc.","SLAB","United States","3","Mid","Semiconductors"
"Schlumberger Ltd.","SLB","","3","Large","Equipment & Services"
"U S Silica Holdings, Inc.","SLCA","United States","3","Small","Mining"
"Solid Power, Inc.","SLDP","United States","5","Small","Miscellaneous"
"Sun Life Financial Inc.","SLF","Canada","3","Large","Life & Health"
"SL Green Realty Corp.","SLG","United States","4","Mid","REITs"
"SomaLogic, Inc.","SLGC","United States","3","Small","Miscellaneous"
"Silgan Holdings Inc.","SLGN","United States","3","Mid","Metal Products"
"SLM Corp.","SLM","United States","3","Mid","Credit & Lending"
"Southland Holdings Inc.","SLND","United States","4","Small","Miscellaneous"
"Simulations Plus Inc.","SLP","United States","3","Small","Internet & Software"
"SelectQuote Inc.","SLQT","United States","4","Small","Brokers & Intermediaries"
"SLR Investment Corp.","SLRC","United States","3","Small","Finance Intermediaries & Services"
"SELLAS Life Sciences Group Inc.","SLS","United States","3","Small","Biotechnology"
"Sylvamo Corp.","SLVM","United States","3","Mid","Paper & Forest Products"
"SM Energy Co.","SM","United States","3","Mid","Production & Extraction"
"SmartSheet Inc","SMAR","United States","2","Large","IT Services"
"Southern Missouri Bancorp Inc.","SMBC","United States","2","Small","Banking"
"SmartFinancial Inc","SMBK","United States","3","Small","Banking"
"SuperMicro Computer Inc.","SMCI","United States","2","Large","Computer Hardware & Equipment"
"Sumitomo Mitsui Financial Group","SMFG","Japan","3","Large","Banking"
"Scotts Co.","SMG","United States","3","Mid","Agricultural Chemicals"
"Smiths Group Plc","SMGZY","United Kingdom","2","Large","Industrial Machinery & Equipment"
"SEACOR Marine Holdings Inc.","SMHI","United States","3","Small","Shipping"
"Smith-Midland Corp.","SMID","Oman","3","Small","Construction Materials"
"Semler Scientific, Inc","SMLR","United States","3","Small","Medical Instruments & Equipment"
"Summit Financial Group Inc.","SMMF","United States","3","Small","Banking"
"Standard Motor Products Inc.","SMP","United States","3","Small","Auto Parts"
"Simply Good Foods Company","SMPL","United States","2","Mid","Food"
"NuScale Power Corp.","SMR","","3","Small","Miscellaneous"
"SmartRent, Inc.","SMRT","United States","3","Small","Miscellaneous"
"Sims Ltd.","SMSMY","Australia","3","Mid","Business Services"
"Semtech Corp.","SMTC","United States","3","Mid","Semiconductors"
"Sanara MedTech Inc.","SMTI","United States","3","Small","Medical Instruments & Equipment"
"Snap-On Inc.","SNA","United States","2","Large","Industrial Machinery & Equipment"
"Snap Inc","SNAP","United States","3","Large","Internet & Software"
"Sleep Number Corp.","SNBR","United States","3","Small","Retail - Furniture & Home Furnishings"
"Synchronoss Technologies Inc.","SNCR","United States","4","Small","Internet & Software"
"Sun Country Airlines Holdings Inc.","SNCY","United States","3","Small","Airlines/Air Freight"
"Smart Sand Inc","SND","United States","3","Small","Mining"
"Schneider National Inc.","SNDR","United States","3","Large","Trucking"
"Syndax Pharmaceuticals Inc.","SNDX","United States","3","Mid","Biotechnology"
"StoneX Group Inc.","SNEX","United States","3","Mid","Finance Intermediaries & Services"
"Security National Financial Corp.","SNFCA","United States","2","Small","General Insurance"
"Smith & Nephew PLC","SNN","United Kingdom","2","Large","Medical Instruments & Equipment"
"Snowflake Inc.","SNOW","United States","2","Large","Internet & Software"
"Snap One Holdings Corp.","SNPO","United States","3","Small","Household Appliances, Electronics & Goods"
"Synopsys Inc.","SNPS","United States","1","Large","Internet & Software"
"Sensei Biotherapeutics Inc.","SNSE","United States","3","Small","Pharmaceuticals"
"Synovus Financial Corp.","SNV","United States","3","Mid","Banking"
"TD Synnex Corp.","SNX","United States","3","Large","IT Services"
"Sanofi","SNY","France","2","Large","Pharmaceuticals"
"Southern Company","SO","United States","3","Large","Electric Utilities"
"SoFi Technologies, Inc.","SOFI","","4","Large","Miscellaneous"
"Sohu.com Ltd.","SOHU","United States","5","Small","Internet & Software"
"Solaris Oilfield Infrastructure Inc.","SOI","United States","3","Small","Equipment & Services"
"Secom Co., Ltd.","SOMLY","Japan","3","Large","Business Services"
"Sonoco Products Co.","SON","United States","3","Large","Containers & Packaging"
"Sonos Inc","SONO","United States","3","Mid","Household Appliances, Electronics & Goods"
"Sonendo Inc.","SONX","United States","4","Small","Medical Instruments & Equipment"
"Sony GROUP CORP","SONY","Japan","3","Large","Household Appliances, Electronics & Goods"
"South32 Ltd","SOUHY","Australia","3","Large","Mining"
"SoundHound AI, Inc.","SOUN","United States","3","Small","Miscellaneous"
"Sovos Brands Inc.","SOVO","United States","3","Mid","Food"
"SP Plus Corp.","SP","United States","2","Small","Miscellaneous Consumer Services"
"Spectrum Brands Holdings Inc.","SPB","United States","3","Mid","Household & Personal Products"
"Virgin Galactic Holdings Inc.","SPCE","United States","3","Small","Aerospace"
"South Plains Financial Inc","SPFI","United States","2","Small","Banking"
"Simon Property Group Inc.","SPG","United States","3","Large","REITs"
"S&P Global Inc.","SPGI","United States","3","Large","Finance Intermediaries & Services"
"Suburban Propane Partners L.P.","SPH","United States","3","Small","Gas Utilities"
"Sphere Entertainment Co.","SPHR","United States","3","Mid","Entertainment"
"Spark New Zealand Ltd.","SPKKY","New Zealand","3","Large","Services"
"Splunk Inc","SPLK","United States","3","Large","Internet & Software"
"Spirent Communications PLC","SPMYY","United Kingdom","3","Mid","Services"
"Sapiens International Corp. NV","SPNS","","3","Mid","Internet & Software"
"SiriusPoint Ltd.","SPNT","","3","Mid","General Insurance"
"Spok Holdings Inc.","SPOK","United States","3","Small","Services"
"Spotify Technology SA","SPOT","Luxembourg","3","Large","Business Services"
"Spirit AeroSystems Holdings Inc.","SPR","United States","3","Mid","Aerospace"
"Spruce Biosciences Inc.","SPRB","United States","3","Small","Biotechnology"
"Spero Therapeutics Inc","SPRO","United States","4","Small","Biotechnology"
"ARS Pharmaceuticals Inc.","SPRY","United States","3","Small","Pharmaceuticals"
"SPS Commerce Inc","SPSC","United States","2","Large","Internet & Software"
"Sprout Social Inc.","SPT","United States","3","Mid","Internet & Software"
"SpartanNash Co.","SPTN","United States","3","Small","Retail - Food & Beverage, Drug & Tobacco"
"Sportsman's Warehouse Holdings, Inc","SPWH","United States","3","Small","Retail - General Merchandise/Department Stores"
"SunPower Corp.","SPWR","United States","3","Mid","Electrical Equipment"
"SPX Technologies Inc.","SPXC","United States","1","Mid","Industrial Machinery & Equipment"
"Block Inc","SQ","United States","2","Large","Internet & Software"
"Chemical & Mining Company of Chile","SQM","Chile","3","Large","Agricultural Chemicals"
"Squarespace, Inc.","SQSP","United States","3","Mid","IT Services"
"Spire Inc.","SR","United States","3","Mid","Gas Utilities"
"Spirit Realty Capital Inc","SRC","United States","3","Large","REITs"
"1st Source Corp.","SRCE","United States","2","Mid","Banking"
"Stericycle Inc.","SRCL","United States","3","Mid","Sanitation Services"
"SurModics Inc.","SRDX","United States","3","Small","Medical Instruments & Equipment"
